LoadID,DateKey,TableName,RecordCount,MissingValues,ErrorCount,LoadDurationSeconds,LoadStatus
2562,652,Account,29276,4428,430,222,Success
2563,614,Branch,39706,89,326,54,Success
2564,572,Transaction,178990,4414,264,253,Success
2565,172,Account,51765,268,423,87,Success
2566,578,Product,153540,261,211,780,Success
2567,78,Card,171316,2782,147,369,Success
2568,122,Transaction,88218,3585,389,106,Success
2569,155,Product,104840,883,179,42,Success
2570,862,Card,5707,3497,27,789,Success
2571,134,Loan,82437,327,289,673,Success
2572,224,Product,27635,4899,208,756,Fail
2573,935,Transaction,46449,4846,324,522,Success
2574,80,Customer,79174,3001,371,771,Success
2575,217,Product,68992,975,80,558,Success
2576,400,Transaction,77536,535,136,283,Success
2577,589,Loan,3712,4254,112,336,Success
2578,353,Transaction,44887,3050,126,790,Success
2579,477,Account,159577,2326,389,652,Success
2580,734,Customer,21921,4691,50,265,Success
2581,64,Customer,18083,4852,324,218,Success
2582,98,Loan,89781,4111,443,256,Success
2583,665,Loan,198493,2458,443,527,Success
2584,583,Customer,100890,1170,188,498,Success
2585,974,Loan,192253,4888,305,690,Success
2586,580,Loan,39273,353,92,208,Fail
2587,331,Branch,26201,4818,16,626,Success
2588,210,Account,54597,2323,335,252,Success
2589,747,Branch,24506,590,447,792,Success
2590,977,Product,40877,1401,297,383,Success
2591,975,Customer,153314,3272,103,92,Success
2592,929,Product,154207,3306,4,515,Fail
2593,727,Account,9174,3797,189,362,Success
2594,843,Branch,25709,4036,54,224,Success
2595,701,Card,14069,3488,480,261,Success
2596,278,Branch,43667,805,76,739,Success
2597,157,Branch,5973,320,327,699,Success
2598,749,Product,160086,2434,467,690,Success
2599,608,Branch,198443,3849,154,429,Fail
2600,234,Loan,78113,4644,330,644,Success
2601,364,Branch,93854,3978,363,797,Success
2602,804,Transaction,126867,2660,375,675,Success
2603,877,Account,135985,4001,324,572,Success
2604,372,Customer,133047,3434,105,22,Success
2605,490,Transaction,146830,1736,377,244,Fail
2606,710,Card,186586,1437,468,147,Success
2607,821,Transaction,43636,1572,390,687,Success
2608,12,Branch,5148,584,448,271,Success
2609,333,Account,118208,937,498,714,Success
2610,549,Product,12530,2845,449,667,Success
2611,510,Loan,176348,862,291,381,Success
2612,974,Customer,21318,4700,380,591,Success
2613,636,Branch,150502,623,207,670,Success
2614,731,Product,154508,3439,98,607,Success
2615,694,Branch,58645,831,193,440,Success
2616,1013,Customer,147484,4981,88,386,Success
2617,616,Transaction,61898,4634,460,25,Success
2618,778,Account,189988,2002,332,291,Success
2619,1094,Customer,190822,3945,86,674,Success
2620,334,Loan,170244,3100,78,204,Success
2621,385,Loan,160563,4839,345,477,Success
2622,635,Card,25415,2644,244,545,Success
2623,526,Account,155248,4325,349,202,Success
2624,191,Account,163382,4214,152,352,Success
2625,168,Card,6151,88,40,433,Success
2626,1050,Card,180489,1055,68,371,Success
2627,568,Account,160129,633,6,646,Success
2628,148,Loan,155162,3205,281,146,Success
2629,441,Product,134220,4546,278,668,Success
2630,296,Account,40549,4275,35,742,Success
2631,174,Account,6828,3522,438,156,Success
2632,571,Account,189227,4134,177,367,Success
2633,733,Customer,6459,2522,302,184,Success
2634,1052,Loan,190333,663,298,239,Success
2635,977,Loan,51588,3282,204,711,Success
2636,111,Transaction,54627,54,443,366,Success
2637,1086,Transaction,179357,1342,102,540,Success
2638,171,Transaction,13565,1134,376,49,Success
2639,413,Product,1613,864,188,736,Success
2640,140,Customer,113780,4132,469,100,Success
2641,107,Loan,31401,1590,480,667,Success
2642,448,Product,154984,1444,444,272,Fail
2643,1051,Customer,70993,972,87,481,Success
2644,416,Card,47307,721,438,775,Success
2645,328,Transaction,185576,3355,188,235,Success
2646,725,Product,43340,729,464,87,Success
2647,803,Branch,99376,3678,451,361,Success
2648,1077,Account,42527,1598,64,179,Success
2649,733,Loan,37874,4946,116,736,Success
2650,70,Account,183841,4863,469,301,Success
2651,103,Account,85084,664,179,543,Success
2652,266,Branch,167063,2650,29,548,Success
2653,610,Card,91412,1541,328,384,Success
2654,988,Branch,143334,3193,465,756,Success
2655,298,Branch,11320,3917,193,488,Success
2656,892,Customer,182352,4952,396,430,Success
2657,894,Branch,98919,221,240,414,Success
2658,760,Account,5096,1640,160,625,Success
2659,964,Product,3060,3963,58,21,Success
2660,1052,Loan,105031,2031,378,453,Success
2661,203,Transaction,62862,1413,302,215,Success
2662,438,Product,149691,3357,173,356,Success
2663,267,Transaction,135049,3044,347,465,Success
2664,319,Branch,35275,4313,434,498,Success
2665,754,Branch,82031,1751,104,664,Success
2666,433,Branch,169161,599,27,454,Success
2667,757,Product,159097,3159,278,200,Success
2668,512,Product,174349,61,245,166,Success
2669,476,Product,126958,2686,171,294,Success
2670,220,Card,59414,4312,176,181,Success
2671,596,Branch,175456,4039,268,29,Success
2672,44,Loan,22710,4092,435,439,Success
2673,425,Loan,112338,2276,253,82,Success
2674,880,Branch,87514,4336,341,584,Success
2675,740,Branch,1512,2815,80,729,Fail
2676,9,Card,50713,4319,288,189,Success
2677,210,Loan,121043,1713,186,489,Success
2678,1008,Product,60334,3797,461,217,Success
2679,990,Branch,81259,3579,481,119,Success
2680,430,Card,189820,3799,353,616,Success
2681,799,Branch,177096,1076,171,626,Success
2682,232,Product,76116,3244,174,680,Success
2683,268,Branch,88311,948,416,418,Success
2684,276,Account,60674,996,131,723,Success
2685,8,Loan,114100,3873,200,322,Success
2686,325,Card,130420,4141,206,258,Success
2687,1028,Product,143889,830,295,706,Success
2688,415,Loan,18169,4148,147,344,Fail
2689,987,Product,165931,75,455,345,Success
2690,747,Branch,193815,775,63,305,Success
2691,955,Branch,15484,4424,287,701,Success
2692,178,Account,40879,1755,451,33,Success
2693,224,Loan,151695,3459,97,789,Success
2694,844,Account,159541,752,331,312,Success
2695,682,Branch,83210,3319,21,375,Success
2696,666,Transaction,104522,1789,364,719,Success
2697,672,Branch,162158,896,283,46,Success
2698,302,Branch,194093,1196,179,382,Success
2699,652,Transaction,12935,3624,440,678,Fail
2700,667,Loan,134277,907,242,367,Success
2701,1018,Loan,124094,4903,318,301,Success
2702,16,Transaction,183214,2451,389,440,Success
2703,86,Loan,51107,2294,405,546,Success
2704,878,Transaction,150732,4669,133,222,Fail
2705,760,Loan,185737,4400,361,383,Success
2706,339,Account,6482,3628,239,111,Success
2707,1001,Card,152403,2443,39,350,Success
2708,615,Customer,173793,2803,429,670,Success
2709,707,Card,41247,2256,97,309,Success
2710,641,Product,174793,4995,421,683,Fail
2711,74,Product,171176,131,355,21,Success
2712,183,Transaction,15955,4060,389,533,Success
2713,669,Transaction,20834,3371,480,664,Success
2714,200,Customer,69558,3361,232,122,Success
2715,368,Loan,138636,4801,254,752,Success
2716,913,Loan,111655,639,413,552,Success
2717,710,Branch,51310,3878,413,478,Success
2718,379,Loan,194628,2198,85,740,Success
2719,14,Card,107557,683,350,600,Success
2720,672,Account,170383,3578,279,595,Success
2721,342,Card,151346,3850,449,43,Success
2722,334,Customer,58241,4762,78,333,Success
2723,736,Transaction,141570,3064,272,590,Success
2724,229,Account,170738,987,55,384,Success
2725,1010,Card,92432,4835,356,38,Success
2726,813,Branch,39123,1365,339,350,Fail
2727,260,Loan,77722,1098,78,173,Success
2728,514,Product,124641,1591,283,629,Success
2729,640,Customer,162714,1514,367,704,Success
2730,136,Branch,111455,4464,457,283,Success
2731,1060,Product,165056,3493,398,279,Success
2732,808,Transaction,94980,4656,351,197,Fail
2733,1037,Product,84383,2265,452,613,Success
2734,773,Product,122331,4468,433,542,Success
2735,223,Loan,194670,4795,411,778,Fail
2736,784,Account,95216,1287,43,240,Success
2737,319,Loan,168619,3960,164,71,Fail
2738,549,Branch,54939,2448,219,189,Success
2739,438,Transaction,67295,50,385,26,Success
2740,821,Transaction,9355,2918,275,91,Fail
2741,459,Branch,110306,4363,121,750,Success
2742,701,Transaction,146297,2621,423,97,Success
2743,854,Loan,79867,2022,94,590,Fail
2744,432,Product,137329,2352,458,638,Success
2745,449,Account,113424,2816,40,796,Success
2746,846,Customer,106764,1309,191,692,Success
2747,101,Transaction,69902,3210,125,738,Success
2748,918,Transaction,15267,2951,390,82,Success
2749,923,Transaction,106368,4202,454,65,Success
2750,703,Product,98228,105,230,512,Fail
2751,285,Customer,145282,1401,489,603,Success
2752,871,Branch,136706,3530,391,345,Success
2753,385,Transaction,172457,984,91,58,Success
2754,375,Loan,59174,4948,237,734,Success
2755,523,Loan,32365,4507,192,242,Success
2756,975,Branch,163019,4391,12,248,Success
2757,237,Transaction,21619,4745,48,530,Success
2758,892,Card,95829,1175,182,300,Success
2759,113,Loan,174592,4359,217,397,Success
2760,541,Account,78203,4302,119,668,Success
2761,947,Branch,134844,429,260,489,Success
2762,726,Branch,176629,2861,377,278,Success
2763,169,Loan,85949,4745,218,39,Success
2764,75,Account,106775,4746,80,144,Success
2765,340,Product,55780,1926,68,235,Success
2766,997,Loan,114737,1026,96,270,Success
2767,997,Customer,116134,4295,472,339,Success
2768,412,Branch,77433,836,408,86,Fail
2769,1084,Product,51979,4029,132,244,Fail
2770,704,Product,62171,3564,267,567,Success
2771,161,Product,130237,1030,291,384,Success
2772,932,Product,73374,2657,7,353,Success
2773,814,Transaction,127495,4458,53,61,Success
2774,388,Customer,96002,271,44,57,Success
2775,481,Product,111958,4013,226,415,Success
2776,119,Card,45357,3039,334,132,Success
2777,624,Account,66332,1463,69,280,Success
2778,311,Account,22648,4978,348,233,Success
2779,697,Transaction,146195,617,173,598,Success
2780,486,Loan,12229,3391,61,84,Success
2781,1046,Customer,77200,2525,313,396,Fail
2782,343,Product,124973,4092,207,81,Success
2783,1019,Account,161820,457,331,240,Success
2784,322,Loan,196439,3353,261,541,Success
2785,442,Product,104356,752,113,389,Success
2786,325,Product,89360,105,236,301,Success
2787,94,Card,27807,2500,356,441,Success
2788,204,Branch,199461,133,104,710,Success
2789,523,Transaction,68096,4335,330,511,Success
2790,457,Account,90704,1778,11,616,Success
2791,351,Branch,113613,21,318,132,Success
2792,609,Transaction,7106,3431,67,395,Success
2793,509,Product,96421,566,191,33,Success
2794,262,Account,10922,240,83,525,Success
2795,89,Branch,108813,4179,74,612,Success
2796,423,Branch,197856,1672,490,777,Success
2797,1036,Card,136839,572,228,240,Success
2798,546,Product,78784,117,466,64,Success
2799,641,Transaction,24090,4707,214,229,Success
2800,23,Card,181116,2100,125,684,Success
2801,799,Product,47436,897,463,788,Success
2802,610,Card,13096,3515,283,125,Success
2803,945,Branch,147387,3804,214,108,Success
2804,428,Customer,184885,4949,465,386,Success
2805,283,Card,44633,239,334,383,Success
2806,1040,Branch,127950,2758,382,34,Success
2807,1064,Branch,66320,4107,372,529,Success
2808,855,Loan,126750,1994,454,445,Fail
2809,94,Account,110357,1178,19,664,Success
2810,130,Account,106567,1609,250,544,Success
2811,808,Transaction,137134,4770,23,105,Success
2812,681,Transaction,184200,3257,497,187,Success
2813,333,Customer,175999,4257,53,476,Success
2814,951,Account,157267,491,491,488,Success
2815,299,Product,3292,3857,482,750,Success
2816,814,Customer,82166,4991,5,59,Success
2817,60,Loan,188435,2841,268,476,Success
2818,1070,Product,82558,3123,281,137,Success
2819,114,Product,73435,3765,406,203,Success
2820,422,Loan,135632,1483,116,568,Success
2821,349,Transaction,192639,1218,64,230,Success
2822,208,Transaction,151450,1883,194,368,Success
2823,206,Loan,17085,3424,350,534,Success
2824,185,Card,62412,3224,269,164,Success
2825,132,Account,121992,34,137,587,Success
2826,850,Account,115934,3294,276,266,Success
2827,513,Loan,7900,3270,465,417,Success
2828,632,Loan,51180,327,389,276,Success
2829,983,Loan,94248,2080,307,151,Success
2830,674,Product,127723,4012,483,185,Success
2831,878,Loan,179492,3014,288,122,Success
2832,1072,Product,57445,1381,186,27,Success
2833,944,Loan,75510,2452,256,471,Fail
2834,95,Loan,60525,1459,445,622,Success
2835,103,Transaction,197278,521,13,193,Success
2836,354,Transaction,29023,3920,270,328,Success
2837,471,Loan,105293,1519,276,470,Success
2838,447,Product,58029,1123,399,637,Success
2839,413,Account,151999,2827,172,755,Success
2840,895,Branch,136796,2570,472,400,Success
2841,1070,Customer,75583,4725,230,74,Success
2842,1044,Product,160437,3323,22,244,Success
2843,692,Customer,145369,4059,103,343,Fail
2844,331,Customer,13861,3561,167,461,Success
2845,793,Branch,2342,2137,129,158,Success
2846,919,Product,145063,4867,131,574,Success
2847,629,Loan,114980,3959,460,782,Success
2848,3,Account,190361,3569,255,608,Success
2849,501,Account,147727,3603,361,488,Success
2850,242,Customer,47062,4447,174,384,Success
2851,600,Product,6608,1357,401,505,Success
2852,812,Account,103623,4820,333,323,Success
2853,888,Product,146535,4369,177,95,Fail
2854,2,Branch,91452,3655,140,474,Success
2855,454,Branch,15129,4204,498,682,Success
2856,873,Card,165234,3663,169,284,Success
2857,76,Loan,20974,2361,343,138,Success
2858,462,Card,110072,3054,19,476,Fail
2859,533,Branch,43660,44,340,613,Success
2860,738,Customer,60424,2378,82,453,Success
2861,225,Card,65220,2809,328,727,Success
2862,1091,Transaction,25883,3613,287,353,Success
2863,1086,Card,75040,3991,165,386,Fail
2864,901,Account,99616,1745,50,269,Success
2865,386,Loan,190944,3611,2,435,Success
2866,761,Account,28331,1420,40,768,Success
2867,64,Customer,50225,3286,244,135,Success
2868,743,Customer,194299,3140,402,468,Success
2869,280,Card,114542,2504,81,455,Success
2870,767,Loan,181530,2572,231,426,Success
2871,283,Customer,121279,4585,14,126,Success
2872,689,Loan,6245,4037,173,554,Success
2873,706,Transaction,135218,3021,254,620,Success
2874,882,Account,2244,175,115,59,Success
2875,405,Branch,90664,123,131,237,Success
2876,619,Transaction,37452,4540,346,145,Success
2877,554,Account,97425,4941,244,183,Success
2878,447,Loan,130573,1788,477,312,Success
2879,698,Loan,104478,3339,182,759,Success
2880,549,Product,48273,2879,484,634,Success
2881,907,Customer,127902,4174,440,575,Success
2882,152,Customer,26818,1740,302,598,Success
2883,540,Customer,168355,2385,10,543,Success
2884,634,Loan,153500,2940,423,582,Success
2885,859,Transaction,175383,4599,38,369,Success
2886,496,Account,192176,3677,454,657,Success
2887,1012,Account,56971,3944,156,82,Success
2888,227,Transaction,125246,4949,288,714,Success
2889,153,Card,68421,4913,278,640,Success
2890,693,Loan,49087,3653,290,734,Fail
2891,74,Customer,49389,886,231,424,Success
2892,718,Card,75041,1982,403,199,Success
2893,968,Customer,13011,2912,132,68,Success
2894,1004,Card,157376,941,422,361,Success
2895,313,Transaction,98238,295,325,259,Success
2896,1069,Loan,46159,4425,411,26,Success
2897,655,Loan,67232,4458,497,178,Success
2898,15,Customer,48430,2563,54,181,Success
2899,59,Loan,190710,4307,38,450,Success
2900,84,Branch,3123,3519,321,257,Fail
2901,816,Account,192044,208,365,327,Success
2902,321,Product,78599,3812,177,78,Success
2903,679,Customer,186056,1197,230,99,Success
2904,662,Card,186020,2894,259,215,Success
2905,1047,Branch,90498,2919,36,116,Success
2906,462,Loan,30411,866,348,82,Success
2907,841,Account,103399,368,416,731,Success
2908,402,Account,19654,4128,38,217,Success
2909,52,Loan,52194,4244,68,185,Success
2910,298,Card,181611,4782,464,156,Success
2911,33,Product,199873,1881,8,47,Success
2912,547,Account,47048,14,67,695,Success
2913,475,Branch,13729,4674,226,648,Fail
2914,438,Branch,106714,224,213,438,Success
2915,261,Transaction,103516,1384,7,576,Success
2916,684,Product,180962,4884,384,607,Success
2917,744,Account,106441,2549,241,51,Success
2918,682,Account,2346,4345,408,45,Success
2919,779,Branch,24240,3448,497,487,Success
2920,331,Account,190837,4303,476,645,Success
2921,218,Loan,96051,4609,86,238,Success
2922,823,Product,157954,3446,159,335,Success
2923,385,Card,172394,1877,412,602,Success
2924,454,Product,131605,469,80,522,Success
2925,401,Customer,139790,1026,278,77,Success
2926,165,Product,126988,3195,289,256,Success
2927,779,Product,159391,3372,114,78,Success
2928,768,Loan,52841,50,380,227,Success
2929,419,Product,184184,4368,189,497,Success
2930,707,Transaction,193427,2967,18,463,Success
2931,87,Loan,63742,3082,466,662,Success
2932,827,Branch,92016,43,241,628,Success
2933,729,Customer,86566,1626,301,530,Success
2934,642,Account,79731,992,464,64,Success
2935,882,Loan,70464,81,80,778,Fail
2936,67,Branch,27241,4135,260,735,Fail
2937,892,Transaction,195918,3777,259,235,Success
2938,316,Transaction,106256,4711,122,615,Success
2939,246,Branch,198836,817,469,352,Success
2940,91,Transaction,192165,4286,341,633,Success
2941,498,Card,21565,4578,14,707,Success
2942,530,Loan,171936,3531,366,343,Success
2943,200,Loan,127248,1787,51,636,Success
2944,1058,Product,6983,2188,129,243,Success
2945,250,Customer,110616,1251,35,614,Success
2946,223,Loan,2888,3970,98,757,Success
2947,6,Product,166377,1,353,545,Success
2948,471,Account,144015,2830,244,505,Success
2949,810,Account,17147,2636,400,196,Fail
2950,396,Card,90559,3078,393,780,Success
2951,84,Transaction,9462,1035,76,212,Success
2952,275,Loan,56885,3536,205,92,Success
2953,673,Account,76821,406,480,782,Success
2954,386,Product,101228,4530,477,57,Success
2955,1085,Customer,88118,1729,303,236,Success
2956,313,Transaction,70185,3822,280,489,Success
2957,1078,Transaction,3492,1935,385,272,Success
2958,1088,Product,55792,3019,285,637,Success
2959,723,Product,4601,2065,63,122,Success
2960,605,Transaction,170457,578,276,76,Success
2961,990,Customer,154427,1204,306,24,Success
2962,736,Transaction,78557,809,332,129,Success
2963,687,Product,140417,906,210,782,Success
2964,511,Branch,59248,2084,152,67,Success
2965,169,Branch,157455,2138,469,213,Success
2966,1096,Card,132654,3217,93,204,Success
2967,1034,Account,91382,3425,448,255,Success
2968,747,Transaction,184961,2136,316,610,Success
2969,481,Customer,167329,528,411,197,Success
2970,710,Loan,124034,2225,41,262,Success
2971,144,Account,125919,2187,166,760,Fail
2972,739,Product,154664,4967,88,448,Success
2973,361,Product,193874,2131,367,631,Success
2974,427,Transaction,29855,3133,276,353,Success
2975,136,Product,183719,2928,300,611,Success
2976,390,Branch,72291,394,433,150,Success
2977,484,Branch,111000,3014,12,49,Success
2978,559,Loan,55989,4824,89,725,Success
2979,598,Transaction,153089,3630,499,296,Success
2980,573,Branch,52221,3131,418,502,Success
2981,63,Customer,175871,3423,23,137,Success
2982,1017,Product,50126,2176,187,128,Success
2983,1059,Transaction,11226,776,433,615,Success
2984,103,Card,117637,2314,106,335,Success
2985,1049,Transaction,71611,442,41,361,Success
2986,26,Product,19641,3225,263,789,Success
2987,285,Customer,145412,1089,247,627,Success
2988,1034,Transaction,54236,4371,342,246,Success
2989,115,Product,183549,4662,114,647,Success
2990,644,Card,94706,806,236,389,Fail
2991,395,Loan,68800,4977,306,662,Fail
2992,57,Transaction,106666,2794,429,338,Fail
2993,1024,Loan,99791,1281,10,490,Success
2994,43,Card,116526,3001,215,21,Success
2995,12,Customer,91716,4550,498,675,Success
2996,444,Customer,88457,4640,198,369,Success
2997,180,Customer,193585,712,164,671,Success
2998,971,Transaction,161884,153,242,225,Success
2999,463,Product,24893,3256,321,176,Success
3000,848,Loan,64546,798,152,699,Success
3001,434,Product,13391,3194,413,507,Success
3002,969,Card,69790,3708,129,572,Success
3003,168,Product,177614,3732,176,203,Success
3004,830,Branch,96262,2759,241,392,Success
3005,623,Transaction,124219,3123,420,157,Success
3006,332,Product,95852,3175,83,329,Success
3007,369,Loan,98015,1381,359,524,Success
3008,743,Card,171419,3991,412,649,Success
3009,196,Account,71978,4232,118,771,Success
3010,20,Branch,141393,1532,153,665,Success
3011,919,Product,80375,3644,76,186,Success
3012,372,Branch,196230,1126,464,553,Success
3013,255,Customer,149341,2306,394,204,Success
3014,522,Product,139543,4249,232,342,Success
3015,426,Transaction,155424,4071,45,626,Success
3016,853,Branch,170689,3932,79,231,Fail
3017,46,Account,34105,4411,157,202,Success
3018,152,Account,55551,603,208,748,Success
3019,33,Transaction,141940,4368,50,628,Success
3020,896,Customer,181899,2086,333,348,Success
3021,712,Account,160796,4840,341,431,Success
3022,517,Product,31708,4783,248,684,Success
3023,1000,Customer,97167,4033,164,63,Success
3024,901,Branch,96993,2469,316,188,Success
3025,962,Customer,117111,2913,46,663,Fail
3026,1064,Account,112207,4552,27,573,Fail
3027,10,Loan,16624,1203,137,306,Success
3028,368,Customer,185338,755,473,361,Success
3029,1001,Branch,199901,2955,437,364,Success
3030,754,Branch,167317,4916,3,746,Success
3031,42,Account,190824,4218,417,392,Success
3032,218,Customer,25120,1917,200,383,Fail
3033,889,Branch,98265,4903,194,319,Fail
3034,419,Customer,92206,2683,225,671,Success
3035,1038,Customer,130478,2144,488,579,Success
3036,471,Account,64122,4528,310,740,Success
3037,330,Customer,9644,4290,48,689,Success
3038,409,Branch,108756,2827,267,728,Success
3039,225,Transaction,177147,3256,481,39,Success
3040,599,Product,28286,3407,226,221,Success
3041,745,Loan,166584,4340,61,144,Success
3042,365,Branch,133678,2714,116,713,Success
3043,549,Card,165010,1067,109,781,Fail
3044,1022,Customer,195375,1604,408,297,Success
3045,777,Branch,112646,680,475,522,Success
3046,1022,Card,112235,3692,276,349,Success
3047,936,Account,107833,491,430,406,Success
3048,55,Branch,159878,2116,118,755,Success
3049,387,Transaction,135344,418,321,509,Success
3050,1050,Transaction,176544,274,487,46,Fail
3051,470,Product,22314,4778,355,52,Success
3052,799,Transaction,52400,161,295,511,Success
3053,1092,Transaction,27990,1809,47,574,Success
3054,1001,Account,20513,723,487,307,Success
3055,196,Branch,186612,875,4,233,Success
3056,984,Card,178895,4511,348,219,Success
3057,570,Transaction,70892,4189,230,410,Success
3058,420,Loan,30894,4769,489,426,Success
3059,929,Transaction,122528,1940,461,243,Fail
3060,798,Product,174439,2416,318,380,Success
3061,373,Card,142491,939,59,536,Success
3062,417,Transaction,97128,3933,379,320,Success
3063,949,Customer,21662,3089,155,506,Success
3064,638,Card,182871,2605,311,709,Success
3065,328,Card,9923,3086,256,543,Success
3066,170,Branch,146557,4995,262,336,Success
3067,255,Transaction,193780,890,361,316,Success
3068,616,Customer,29995,2128,125,541,Success
3069,603,Card,112258,4469,224,160,Fail
3070,345,Account,60510,4487,11,354,Success
3071,205,Loan,111546,3274,75,307,Success
3072,1044,Transaction,153201,497,233,786,Success
3073,856,Transaction,105029,134,173,346,Fail
3074,845,Transaction,46202,1361,327,320,Success
3075,676,Branch,166296,2742,146,105,Success
3076,764,Loan,191141,3156,342,325,Success
3077,364,Account,46498,1997,338,663,Success
3078,146,Branch,194447,665,40,766,Success
3079,820,Account,33651,1428,286,480,Success
3080,819,Loan,83539,3351,251,462,Success
3081,603,Card,64981,284,289,338,Fail
3082,155,Transaction,113948,635,130,427,Success
3083,1002,Loan,131083,161,153,292,Success
3084,925,Transaction,17734,4548,328,486,Success
3085,226,Account,94032,3043,126,783,Success
3086,619,Customer,186883,762,181,586,Success
3087,1037,Card,46387,1521,192,464,Success
3088,529,Customer,29388,2127,483,692,Success
3089,869,Account,193896,4048,433,349,Success
3090,516,Branch,37293,4787,305,554,Success
3091,390,Loan,7033,2097,220,57,Success
3092,188,Branch,27855,3122,429,335,Success
3093,1003,Card,33613,373,305,429,Success
3094,2,Card,98943,4720,295,444,Success
3095,337,Transaction,19669,1623,171,406,Success
3096,57,Customer,27156,2739,239,325,Success
3097,267,Card,173412,3938,355,459,Fail
3098,977,Customer,118873,4238,177,673,Success
3099,375,Account,130625,3981,270,736,Success
3100,141,Account,169964,2019,485,126,Success
3101,479,Card,178756,3419,247,291,Success
3102,277,Transaction,128765,2326,17,391,Success
3103,788,Branch,72860,3088,310,223,Success
3104,890,Product,72451,318,85,726,Success
3105,968,Card,28305,4683,175,715,Success
3106,661,Branch,168067,1098,57,636,Success
3107,520,Loan,45400,4850,367,332,Success
3108,438,Transaction,94246,4288,121,153,Success
3109,127,Branch,79603,4059,361,196,Success
3110,527,Customer,148363,3150,425,319,Success
3111,853,Transaction,161564,118,305,171,Fail
3112,769,Branch,40674,157,472,728,Success
3113,30,Branch,74770,4662,117,559,Fail
3114,752,Transaction,162722,211,38,166,Success
3115,1032,Branch,67963,4618,195,439,Success
3116,526,Customer,16078,3965,390,320,Success
3117,208,Product,164035,4610,105,249,Success
3118,448,Product,173403,2042,436,289,Success
3119,639,Transaction,30382,1595,22,322,Success
3120,287,Transaction,75892,1269,367,279,Success
3121,683,Transaction,46707,2471,73,467,Success
3122,26,Branch,38262,3323,105,581,Fail
3123,639,Customer,14752,1932,199,474,Success
3124,605,Transaction,167104,2144,141,455,Success
3125,500,Card,39728,2853,389,638,Success
3126,725,Customer,87855,3263,52,499,Fail
3127,907,Transaction,194447,385,95,201,Success
3128,390,Loan,121422,2231,408,533,Success
3129,431,Customer,80055,3515,280,247,Success
3130,414,Transaction,189006,490,413,209,Fail
3131,321,Product,65711,969,104,777,Success
3132,998,Customer,17600,4800,366,53,Success
3133,149,Branch,31236,3091,214,614,Success
3134,358,Customer,191722,1645,232,421,Success
3135,174,Account,124156,576,143,36,Success
3136,440,Loan,180462,2947,49,528,Fail
3137,350,Transaction,135808,339,401,520,Success
3138,613,Card,156084,4581,379,620,Success
3139,377,Transaction,109314,232,288,405,Fail
3140,653,Branch,23971,4845,57,526,Success
3141,232,Loan,150651,1235,97,519,Success
3142,393,Account,137157,346,458,741,Success
3143,302,Loan,37945,4982,375,272,Success
3144,530,Transaction,193337,1574,311,229,Success
3145,459,Branch,188473,3341,130,468,Success
3146,7,Loan,41667,1845,363,697,Success
3147,939,Loan,45449,187,318,47,Fail
3148,1063,Loan,19048,3138,79,108,Success
3149,381,Customer,31781,3882,312,61,Success
3150,802,Transaction,96708,357,337,427,Success
3151,509,Transaction,105107,922,108,268,Success
3152,190,Loan,170226,16,44,548,Success
3153,687,Customer,11893,4671,66,794,Success
3154,958,Product,171578,848,125,701,Success
3155,326,Customer,182650,1923,401,727,Success
3156,201,Transaction,123042,1996,109,177,Fail
3157,1088,Loan,42230,2344,155,725,Success
3158,146,Card,14811,4005,24,713,Success
3159,506,Transaction,61473,1121,77,233,Success
3160,329,Product,177799,4773,363,606,Success
3161,639,Loan,114089,187,269,687,Success
3162,1058,Customer,28452,1210,12,710,Success
3163,689,Customer,84752,1745,432,471,Success
3164,693,Product,98943,2445,382,275,Success
3165,163,Customer,78643,1582,67,261,Success
3166,413,Card,148096,2433,120,728,Success
3167,933,Account,62065,1000,103,688,Success
3168,450,Loan,196080,1390,371,242,Success
3169,413,Customer,49016,2259,406,745,Success
3170,95,Customer,69079,1631,92,72,Success
3171,294,Account,3529,2488,222,304,Success
3172,726,Branch,22217,3302,289,707,Success
3173,1059,Transaction,79000,3035,300,231,Success
3174,1061,Account,127903,989,361,607,Success
3175,219,Customer,41303,4068,12,523,Success
3176,538,Loan,66628,3234,446,621,Success
3177,192,Transaction,97134,537,67,650,Success
3178,580,Branch,45261,3414,276,240,Success
3179,663,Product,65682,1859,277,183,Success
3180,849,Transaction,31967,3186,381,514,Success
3181,572,Loan,101074,672,445,318,Success
3182,605,Customer,88459,102,302,58,Fail
3183,615,Loan,2851,191,21,64,Success
3184,747,Loan,46338,2232,115,327,Success
3185,685,Transaction,20009,1698,285,136,Fail
3186,236,Loan,130567,759,489,217,Success
3187,689,Account,55177,720,494,454,Success
3188,332,Customer,100465,3285,149,364,Success
3189,861,Transaction,134491,777,282,536,Success
3190,258,Loan,192668,1867,50,663,Success
3191,384,Loan,116798,4072,439,503,Success
3192,899,Product,33495,1589,396,436,Success
3193,811,Account,88123,2470,317,638,Success
3194,374,Customer,136320,3142,396,242,Success
3195,694,Account,152597,3391,10,772,Success
3196,210,Card,113870,4628,379,655,Fail
3197,608,Transaction,8161,1874,374,766,Success
3198,446,Loan,180649,2110,87,80,Success
3199,259,Card,100231,3261,309,40,Fail
3200,585,Loan,34024,4879,436,651,Success
3201,275,Branch,6900,1964,339,407,Fail
