TransactionID,CustomerID,DateKey,Amount,Channel,TransactionType,IsFlagged
10789,690,42,23611,Online,Transfer,0
10790,1887,271,81910,ATM,Deposit,0
10791,2929,577,81370,Online,Withdrawal,0
10792,2575,1095,19008,ATM,Payment,0
10793,2099,930,83334,Online,Payment,0
10794,30,792,17190,Online,Transfer,0
10795,283,276,34044,POS,Transfer,0
10796,2468,870,78113,POS,Payment,0
10797,281,911,39171,POS,Deposit,0
10798,1228,244,16995,Online,Deposit,0
10799,1923,894,27288,ATM,Payment,0
10800,18,850,17858,Online,Transfer,0
10801,1146,565,39638,POS,Deposit,0
10802,22,281,775,POS,Withdrawal,0
10803,669,962,28924,ATM,Withdrawal,0
10804,254,929,82590,Online,Transfer,0
10805,889,508,1530,Online,Transfer,0
10806,2295,343,18643,ATM,Withdrawal,0
10807,1639,259,76039,Online,Transfer,0
10808,1812,745,31540,POS,Payment,1
10809,531,350,18692,Online,Deposit,0
10810,984,1088,59609,ATM,Deposit,0
10811,616,595,61971,ATM,Transfer,0
10812,1911,1096,64351,POS,Payment,0
10813,765,898,26164,POS,Deposit,0
10814,2116,582,44065,ATM,Deposit,1
10815,1753,338,81419,Online,Deposit,0
10816,2710,41,45811,ATM,Transfer,0
10817,1467,397,23612,Online,Transfer,0
10818,2825,268,99423,POS,Deposit,0
10819,1878,854,63803,POS,Transfer,0
10820,1238,451,77877,ATM,Withdrawal,0
10821,1957,137,56477,ATM,Deposit,0
10822,246,622,65063,Online,Withdrawal,0
10823,1653,10,63720,Online,Transfer,0
10824,1645,269,44615,ATM,Deposit,0
10825,1082,733,1106,Online,Deposit,0
10826,476,609,83002,POS,Withdrawal,0
10827,2230,166,34498,POS,Withdrawal,0
10828,319,791,65498,Online,Transfer,0
10829,1819,408,43251,ATM,Withdrawal,0
10830,825,479,56273,ATM,Withdrawal,0
10831,1970,917,78590,POS,Transfer,0
10832,1847,975,52884,Online,Payment,0
10833,180,634,47468,Online,Payment,0
10834,2561,58,18409,Online,Withdrawal,1
10835,926,840,89231,Online,Deposit,1
10836,408,125,98201,ATM,Payment,0
10837,404,912,12921,ATM,Deposit,0
10838,641,615,32377,POS,Payment,1
10839,1411,78,48063,POS,Deposit,0
10840,1136,201,26298,ATM,Payment,1
10841,2271,333,25372,POS,Payment,0
10842,2356,233,50088,Online,Deposit,0
10843,530,107,37350,ATM,Transfer,0
10844,2533,541,88987,Online,Transfer,0
10845,59,440,14932,Online,Payment,0
10846,164,85,66976,Online,Payment,0
10847,2087,417,13205,ATM,Withdrawal,0
10848,507,201,18981,ATM,Withdrawal,0
10849,675,445,52550,POS,Withdrawal,0
10850,293,505,91754,Online,Withdrawal,0
10851,2078,97,21421,POS,Payment,0
10852,2566,831,32618,POS,Payment,0
10853,2906,401,50821,ATM,Deposit,0
10854,954,581,97371,POS,Transfer,0
10855,2534,43,24193,POS,Withdrawal,0
10856,556,14,64872,ATM,Payment,0
10857,714,844,25597,POS,Payment,0
10858,300,141,62326,ATM,Withdrawal,0
10859,2428,259,20081,Online,Deposit,1
10860,2689,516,84903,Online,Deposit,0
10861,361,1090,38255,POS,Transfer,1
10862,2994,10,9422,POS,Transfer,0
10863,2606,470,4965,POS,Withdrawal,0
10864,2475,950,37454,Online,Deposit,0
10865,321,335,44723,Online,Transfer,0
10866,2629,115,72048,Online,Payment,0
10867,2831,471,23323,Online,Withdrawal,0
10868,2722,28,63043,Online,Transfer,0
10869,961,1033,12604,ATM,Transfer,0
10870,1884,454,52244,POS,Payment,0
10871,1696,765,71709,POS,Payment,0
10872,2797,395,32565,ATM,Deposit,0
10873,60,805,24837,ATM,Deposit,0
10874,179,364,99919,Online,Transfer,0
10875,1061,554,54595,POS,Transfer,0
10876,418,950,75910,Online,Payment,0
10877,1468,634,10426,ATM,Payment,0
10878,529,236,81408,POS,Withdrawal,0
10879,1208,153,75489,ATM,Transfer,0
10880,849,716,54014,ATM,Withdrawal,0
10881,468,730,33632,Online,Withdrawal,0
10882,1888,929,60718,ATM,Transfer,0
10883,1859,406,15356,ATM,Payment,0
10884,1505,1089,64781,ATM,Payment,0
10885,315,1046,55310,ATM,Transfer,0
10886,2378,687,65519,Online,Transfer,0
10887,2643,190,27437,Online,Transfer,1
10888,2190,665,92885,Online,Payment,0
10889,1971,989,13995,POS,Deposit,0
10890,1951,762,69966,POS,Transfer,0
10891,1988,911,99842,Online,Transfer,0
10892,2663,828,23586,POS,Withdrawal,0
10893,922,676,64371,ATM,Withdrawal,0
10894,1961,913,57687,ATM,Withdrawal,0
10895,1170,806,85340,Online,Withdrawal,0
10896,188,710,26832,POS,Payment,0
10897,2984,679,48514,Online,Deposit,0
10898,576,797,70849,ATM,Transfer,0
10899,150,1017,33645,ATM,Payment,0
10900,1759,144,87624,ATM,Withdrawal,0
10901,1252,856,10915,ATM,Transfer,0
10902,1387,329,91099,ATM,Payment,0
10903,1080,700,18637,ATM,Transfer,0
10904,1762,779,80770,ATM,Transfer,0
10905,1872,264,41229,ATM,Deposit,0
10906,1970,539,14196,POS,Withdrawal,0
10907,2805,55,2728,Online,Deposit,0
10908,1982,930,44692,POS,Deposit,0
10909,881,569,76399,Online,Deposit,0
10910,42,182,76309,ATM,Transfer,0
10911,132,48,37979,POS,Deposit,0
10912,1811,668,29791,POS,Withdrawal,0
10913,2271,432,32107,Online,Withdrawal,0
10914,653,390,9819,POS,Payment,0
10915,219,655,56845,Online,Deposit,0
10916,1837,443,86460,Online,Withdrawal,0
10917,1579,418,19918,POS,Deposit,0
10918,2078,303,55174,Online,Payment,0
10919,2600,591,14655,ATM,Deposit,0
10920,904,671,29839,Online,Deposit,0
10921,2388,84,31355,ATM,Deposit,0
10922,2165,637,70980,ATM,Transfer,1
10923,2917,381,86284,ATM,Transfer,0
10924,1291,513,58354,POS,Transfer,0
10925,104,990,47572,ATM,Transfer,0
10926,1621,451,25811,POS,Transfer,0
10927,125,1062,77311,Online,Transfer,0
10928,642,794,52385,Online,Transfer,0
10929,806,931,33880,ATM,Payment,0
10930,1748,199,81827,ATM,Withdrawal,0
10931,566,425,25074,Online,Transfer,0
10932,2070,445,39702,ATM,Payment,0
10933,450,205,63273,POS,Deposit,0
10934,2252,226,4181,Online,Payment,0
10935,2365,910,93073,Online,Withdrawal,0
10936,2487,430,75087,ATM,Transfer,0
10937,598,917,61868,Online,Payment,0
10938,2141,712,73373,ATM,Payment,0
10939,1147,198,64045,Online,Withdrawal,0
10940,1996,738,24194,POS,Withdrawal,0
10941,726,810,27249,ATM,Deposit,0
10942,2908,427,56467,Online,Withdrawal,0
10943,1173,860,88297,Online,Deposit,0
10944,64,69,86676,Online,Transfer,0
10945,1290,297,18802,POS,Transfer,0
10946,2480,586,69601,Online,Deposit,0
10947,662,183,73430,POS,Deposit,0
10948,1945,700,34994,Online,Payment,0
10949,927,998,99241,Online,Withdrawal,0
10950,915,415,44804,POS,Withdrawal,1
10951,1157,576,81474,ATM,Withdrawal,1
10952,663,731,39745,POS,Deposit,0
10953,2523,283,46498,POS,Payment,0
10954,1658,341,56826,POS,Withdrawal,0
10955,420,658,56111,Online,Transfer,0
10956,1785,463,16837,ATM,Payment,0
10957,673,841,21227,ATM,Transfer,0
10958,954,65,33292,Online,Payment,0
10959,2628,755,87093,Online,Transfer,0
10960,1862,542,28970,Online,Payment,0
10961,2165,400,13559,ATM,Deposit,1
10962,63,214,18569,POS,Deposit,0
10963,1573,798,1898,ATM,Payment,0
10964,2181,390,78418,Online,Withdrawal,0
10965,1815,510,53213,POS,Payment,0
10966,918,541,58028,POS,Payment,0
10967,597,443,98398,POS,Payment,0
10968,1348,43,99946,ATM,Deposit,0
10969,1178,150,50887,Online,Payment,1
10970,2439,50,80160,POS,Payment,0
10971,447,706,5282,POS,Deposit,0
10972,1569,464,84305,POS,Deposit,0
10973,2100,523,6707,Online,Transfer,0
10974,2632,504,73504,POS,Deposit,0
10975,1588,632,74728,POS,Payment,0
10976,2202,762,122,POS,Payment,0
10977,771,643,61619,Online,Deposit,1
10978,2284,905,79687,Online,Transfer,0
10979,1680,364,46978,ATM,Payment,0
10980,88,108,42635,ATM,Payment,0
10981,2597,311,646,Online,Transfer,0
10982,1030,801,27208,POS,Payment,0
10983,1550,287,48463,POS,Withdrawal,0
10984,1243,859,73576,ATM,Deposit,0
10985,762,884,89338,POS,Payment,1
10986,135,598,72756,Online,Withdrawal,0
10987,1324,1063,48277,Online,Deposit,0
10988,1659,540,27427,POS,Transfer,0
10989,963,178,2856,ATM,Withdrawal,0
10990,184,842,38756,Online,Transfer,0
10991,109,43,7678,POS,Transfer,0
10992,1376,421,9131,POS,Payment,0
10993,2712,78,77862,ATM,Withdrawal,0
10994,756,544,27776,Online,Payment,0
10995,895,832,15016,ATM,Deposit,0
10996,2989,881,6382,Online,Payment,0
10997,2469,1001,38243,POS,Withdrawal,0
10998,2317,107,91496,POS,Withdrawal,0
10999,2664,1078,18811,ATM,Withdrawal,0
11000,501,801,7804,POS,Transfer,0
11001,296,294,56069,ATM,Payment,0
11002,2580,240,32560,POS,Deposit,0
11003,1238,872,38201,POS,Transfer,0
11004,832,593,5199,ATM,Deposit,0
11005,1923,8,48345,ATM,Withdrawal,0
11006,2991,471,29927,POS,Payment,1
11007,2791,271,61627,Online,Transfer,0
11008,229,958,45581,ATM,Deposit,1
11009,1805,178,72375,Online,Transfer,0
11010,1552,396,519,ATM,Transfer,0
11011,2976,66,6182,ATM,Transfer,0
11012,2662,75,55533,ATM,Withdrawal,0
11013,1659,512,83646,POS,Withdrawal,0
11014,2344,941,57069,Online,Transfer,0
11015,859,254,80099,Online,Withdrawal,0
11016,145,1080,64178,POS,Transfer,0
11017,110,425,54977,Online,Payment,0
11018,1939,730,14836,ATM,Payment,0
11019,2218,324,83032,Online,Transfer,0
11020,2121,45,70116,POS,Transfer,0
11021,594,67,87235,ATM,Transfer,1
11022,2774,303,38175,POS,Deposit,0
11023,966,504,31311,Online,Withdrawal,1
11024,1849,153,40243,Online,Withdrawal,0
11025,2579,1081,63380,Online,Payment,0
11026,1064,1044,28935,POS,Deposit,0
11027,196,51,8920,POS,Payment,0
11028,2284,383,30789,Online,Payment,0
11029,2322,1019,79379,ATM,Deposit,0
11030,1459,35,32060,ATM,Transfer,0
11031,1210,745,26379,Online,Withdrawal,0
11032,1953,807,54356,Online,Transfer,0
11033,1361,442,6268,ATM,Payment,0
11034,666,451,58932,ATM,Payment,0
11035,271,346,24893,Online,Deposit,0
11036,2129,152,89055,POS,Transfer,0
11037,538,910,86055,Online,Deposit,0
11038,81,1058,8184,POS,Deposit,0
11039,159,965,94437,ATM,Transfer,0
11040,506,695,25266,POS,Transfer,0
11041,2018,549,11678,POS,Deposit,0
11042,173,798,58916,POS,Deposit,0
11043,2007,278,66364,POS,Deposit,0
11044,115,889,36074,Online,Withdrawal,0
11045,2713,438,58157,POS,Withdrawal,0
11046,292,742,26601,POS,Deposit,0
11047,416,147,2286,Online,Withdrawal,0
11048,1157,103,8530,ATM,Payment,0
11049,1949,194,51320,ATM,Deposit,0
11050,2354,176,56593,ATM,Transfer,0
11051,555,304,72550,POS,Payment,0
11052,1361,1048,46366,POS,Withdrawal,0
11053,149,542,81406,POS,Deposit,0
11054,1936,739,306,POS,Withdrawal,0
11055,2591,335,53640,POS,Withdrawal,0
11056,1028,409,30950,Online,Deposit,0
11057,2721,245,49641,Online,Deposit,0
11058,483,177,38600,POS,Transfer,0
11059,1690,353,58834,ATM,Withdrawal,0
11060,2219,774,21966,POS,Transfer,1
11061,2444,210,98090,ATM,Deposit,0
11062,2161,874,56753,POS,Deposit,0
11063,1108,202,95154,Online,Withdrawal,0
11064,2857,87,11088,POS,Deposit,0
11065,1962,609,31556,Online,Payment,0
11066,421,1034,81581,Online,Payment,0
11067,682,595,49811,ATM,Withdrawal,0
11068,659,576,3385,POS,Withdrawal,0
11069,1968,853,81899,ATM,Transfer,0
11070,18,679,67183,POS,Deposit,0
11071,1547,31,13984,ATM,Withdrawal,0
11072,787,888,5654,POS,Payment,0
11073,47,1094,58708,Online,Transfer,0
11074,148,612,24466,POS,Payment,0
11075,1849,653,11229,Online,Transfer,0
11076,1427,663,45749,POS,Payment,0
11077,263,29,2015,POS,Deposit,0
11078,194,234,29699,ATM,Payment,0
11079,234,232,12538,ATM,Withdrawal,0
11080,2447,73,28659,Online,Withdrawal,0
11081,2352,309,63222,POS,Deposit,0
11082,1439,1074,29086,Online,Payment,0
11083,2741,1046,2747,Online,Payment,0
11084,2823,569,94903,Online,Transfer,0
11085,266,722,49717,ATM,Deposit,0
11086,2314,1069,26110,ATM,Withdrawal,1
11087,95,674,83558,Online,Transfer,0
11088,457,276,43288,Online,Payment,0
11089,428,63,54053,POS,Transfer,0
11090,1124,494,53437,POS,Withdrawal,0
11091,842,112,14684,POS,Deposit,1
11092,1108,520,56850,Online,Transfer,0
11093,2121,1025,4350,Online,Withdrawal,0
11094,1991,282,83240,ATM,Withdrawal,0
11095,2714,538,86847,ATM,Withdrawal,0
11096,2178,503,55580,ATM,Transfer,0
11097,551,570,74743,Online,Deposit,0
11098,2725,354,59963,Online,Deposit,0
11099,659,680,40904,Online,Transfer,0
11100,1970,1065,22188,ATM,Deposit,0
11101,789,990,13724,Online,Withdrawal,0
11102,106,376,85641,POS,Payment,0
11103,1488,286,78376,ATM,Deposit,0
11104,1468,964,97854,POS,Payment,0
11105,596,814,56104,Online,Payment,1
11106,1451,744,88890,Online,Deposit,0
11107,2386,603,85067,POS,Withdrawal,0
11108,2211,768,92634,POS,Transfer,0
11109,1917,76,52234,Online,Transfer,0
11110,2778,961,73259,Online,Transfer,0
11111,235,497,99182,ATM,Payment,0
11112,3,578,60083,Online,Transfer,0
11113,1871,158,69275,POS,Deposit,0
11114,1690,993,43464,POS,Transfer,0
11115,1514,252,91759,ATM,Withdrawal,0
11116,400,608,66752,POS,Withdrawal,0
11117,2357,722,43337,Online,Withdrawal,0
11118,768,1085,83216,Online,Deposit,0
11119,2594,281,8906,ATM,Payment,0
11120,2220,679,16271,POS,Deposit,0
11121,2783,829,38487,ATM,Withdrawal,0
11122,1045,933,91110,POS,Deposit,0
11123,792,634,95943,Online,Transfer,0
11124,2717,226,11459,POS,Withdrawal,0
11125,1460,145,84031,Online,Withdrawal,1
11126,2208,457,83457,POS,Payment,0
11127,571,20,43331,ATM,Withdrawal,0
11128,730,687,29776,Online,Transfer,0
11129,1484,974,70286,ATM,Payment,0
11130,1986,541,6547,Online,Deposit,0
11131,969,895,3308,Online,Withdrawal,0
11132,2992,840,27680,Online,Payment,0
11133,1536,521,30068,POS,Deposit,0
11134,2172,625,21433,ATM,Transfer,1
11135,253,377,80008,POS,Payment,0
11136,1703,405,47321,ATM,Deposit,0
11137,1803,313,4790,POS,Deposit,0
11138,2863,529,74940,ATM,Payment,1
11139,455,663,80216,POS,Transfer,0
11140,261,222,44896,POS,Transfer,0
11141,1533,553,61787,Online,Transfer,0
11142,1393,44,14835,ATM,Deposit,1
11143,930,478,5591,Online,Transfer,0
11144,2999,95,73408,ATM,Payment,1
11145,273,358,76478,ATM,Withdrawal,1
11146,1676,430,12255,ATM,Transfer,0
11147,43,265,35664,POS,Deposit,0
11148,2554,728,78675,POS,Payment,0
11149,563,705,39485,Online,Transfer,0
11150,2092,37,99861,POS,Withdrawal,0
11151,2310,411,22684,Online,Withdrawal,0
11152,2922,680,47870,ATM,Payment,0
11153,24,444,49575,POS,Deposit,0
11154,2529,625,7723,POS,Transfer,0
11155,2153,613,20338,ATM,Deposit,0
11156,2375,726,31569,ATM,Transfer,1
11157,2710,566,38952,ATM,Withdrawal,0
11158,2557,709,22075,POS,Payment,0
11159,119,731,85941,ATM,Deposit,0
11160,1679,395,66689,POS,Withdrawal,0
11161,29,941,20030,Online,Transfer,0
11162,43,786,71116,POS,Payment,0
11163,2150,992,69903,POS,Payment,0
11164,1975,505,9171,ATM,Transfer,0
11165,2013,696,11856,Online,Withdrawal,0
11166,2967,787,98670,POS,Deposit,0
11167,627,167,49314,ATM,Transfer,0
11168,2554,1030,92577,POS,Withdrawal,1
11169,2351,706,91865,ATM,Withdrawal,0
11170,1705,566,81350,POS,Transfer,0
11171,413,363,12718,ATM,Transfer,0
11172,707,831,32723,POS,Deposit,0
11173,1946,862,45091,Online,Deposit,0
11174,1849,192,70509,POS,Payment,0
11175,2891,419,86441,POS,Payment,0
11176,2045,107,13271,ATM,Deposit,0
11177,1232,215,90592,POS,Transfer,0
11178,2880,697,79198,Online,Payment,0
11179,757,421,9346,Online,Transfer,0
11180,92,167,46822,Online,Deposit,0
11181,2325,120,53569,POS,Payment,0
11182,2689,533,21445,ATM,Payment,0
11183,1300,504,82728,ATM,Transfer,1
11184,632,680,26758,ATM,Payment,0
11185,2066,938,63465,ATM,Payment,0
11186,1662,405,61746,POS,Payment,0
11187,496,859,562,Online,Transfer,0
11188,1016,100,41259,ATM,Payment,0
11189,536,38,85567,Online,Payment,1
11190,351,33,95509,Online,Payment,0
11191,157,832,53106,POS,Transfer,0
11192,836,928,58784,Online,Withdrawal,0
11193,2491,696,4194,ATM,Withdrawal,0
11194,973,246,96425,Online,Withdrawal,0
11195,2372,674,25235,POS,Withdrawal,0
11196,1368,545,58418,ATM,Withdrawal,0
11197,2022,1021,27881,POS,Transfer,0
11198,1212,493,21193,Online,Deposit,0
11199,1518,821,7448,ATM,Payment,0
11200,2597,579,68941,ATM,Deposit,0
11201,724,17,66771,POS,Deposit,0
11202,2646,983,89783,ATM,Deposit,0
11203,1810,381,25874,ATM,Deposit,0
11204,591,852,29456,ATM,Withdrawal,0
11205,2532,499,59229,ATM,Deposit,0
11206,596,483,65831,Online,Transfer,0
11207,2053,665,67974,ATM,Payment,0
11208,1342,481,38529,ATM,Withdrawal,0
11209,1450,680,48063,Online,Withdrawal,0
11210,1082,789,89989,Online,Payment,0
11211,2944,867,99122,POS,Transfer,0
11212,2941,653,16455,Online,Withdrawal,0
11213,710,901,27469,POS,Payment,0
11214,1746,603,19688,POS,Transfer,0
11215,576,1026,86762,ATM,Payment,0
11216,446,567,86927,POS,Withdrawal,0
11217,225,857,44181,Online,Withdrawal,0
11218,1973,512,4872,Online,Withdrawal,1
11219,1310,598,44384,POS,Withdrawal,0
11220,842,630,13714,POS,Transfer,1
11221,1343,637,64193,Online,Withdrawal,0
11222,2323,663,28061,POS,Withdrawal,0
11223,1765,145,61247,Online,Withdrawal,0
11224,1218,701,34234,POS,Payment,0
11225,1014,893,51237,Online,Deposit,0
11226,2528,643,39569,ATM,Payment,0
11227,263,911,26799,Online,Deposit,0
11228,1214,721,94440,ATM,Payment,0
11229,1372,745,51103,POS,Withdrawal,0
11230,2197,314,9860,ATM,Payment,0
11231,787,757,55696,POS,Transfer,0
11232,1552,657,89015,ATM,Payment,0
11233,2600,626,52621,Online,Payment,0
11234,425,358,2077,Online,Transfer,0
11235,1934,324,98441,POS,Withdrawal,1
11236,596,930,83749,POS,Payment,0
11237,2555,866,41485,POS,Withdrawal,0
11238,1304,223,83788,ATM,Payment,0
11239,2828,202,61159,Online,Transfer,0
11240,2627,39,36477,Online,Withdrawal,0
11241,513,762,92750,Online,Deposit,1
11242,2038,134,68265,ATM,Payment,0
11243,2479,394,68731,POS,Payment,0
11244,2924,714,87594,Online,Payment,0
11245,445,1062,10828,POS,Withdrawal,0
11246,1105,276,37908,POS,Withdrawal,0
11247,2587,61,40616,Online,Payment,0
11248,2959,560,49470,Online,Deposit,0
11249,2278,186,94943,Online,Withdrawal,0
11250,2461,705,18326,ATM,Withdrawal,0
11251,1323,1095,64403,Online,Payment,0
11252,435,34,15814,POS,Payment,0
11253,1483,548,22943,ATM,Transfer,0
11254,572,217,4387,ATM,Transfer,0
11255,72,674,99016,POS,Transfer,1
11256,32,487,18802,Online,Transfer,0
11257,503,537,52597,POS,Deposit,0
11258,553,819,79711,POS,Payment,0
11259,2745,574,78221,Online,Withdrawal,0
11260,1112,973,60541,ATM,Transfer,1
11261,2478,692,8262,POS,Transfer,0
11262,2163,53,16809,ATM,Deposit,0
11263,800,539,62205,Online,Withdrawal,0
11264,1820,819,24467,POS,Transfer,0
11265,40,371,82651,Online,Withdrawal,0
11266,2727,611,1018,Online,Deposit,0
11267,2416,396,80138,POS,Payment,1
11268,2110,347,67592,POS,Withdrawal,0
11269,2028,952,64616,POS,Withdrawal,0
11270,436,64,74139,ATM,Withdrawal,0
11271,2490,232,46930,ATM,Withdrawal,0
11272,2426,621,79348,Online,Withdrawal,0
11273,976,119,4059,ATM,Deposit,0
11274,2874,867,42978,Online,Transfer,0
11275,2841,357,19780,Online,Withdrawal,0
11276,1279,709,61221,Online,Deposit,0
11277,2746,840,66367,ATM,Withdrawal,0
11278,843,363,94462,Online,Withdrawal,0
11279,338,1074,76355,Online,Payment,0
11280,1093,502,79652,ATM,Payment,0
11281,1116,451,6607,POS,Transfer,0
11282,751,941,87545,Online,Withdrawal,0
11283,468,426,73992,POS,Withdrawal,0
11284,796,882,40402,Online,Payment,0
11285,2751,565,79568,Online,Payment,0
11286,883,820,49791,POS,Payment,0
11287,866,315,11708,ATM,Transfer,0
11288,2102,733,96127,Online,Payment,0
11289,2352,525,28330,Online,Payment,0
11290,2377,757,94168,ATM,Withdrawal,0
11291,2980,188,3035,ATM,Deposit,0
11292,2909,242,27200,POS,Payment,0
11293,2815,1001,80111,ATM,Withdrawal,0
11294,6,572,37439,Online,Deposit,0
11295,80,754,30532,ATM,Transfer,0
11296,37,441,70852,POS,Transfer,0
11297,939,475,34293,ATM,Deposit,0
11298,6,880,65549,ATM,Transfer,0
11299,2671,296,3012,ATM,Transfer,0
11300,1255,369,48276,Online,Transfer,0
11301,149,563,6060,Online,Deposit,0
11302,1001,661,10449,Online,Withdrawal,0
11303,2935,480,52342,ATM,Payment,0
11304,1071,169,24750,Online,Deposit,0
11305,1515,7,58347,ATM,Deposit,0
11306,2908,507,68198,ATM,Withdrawal,0
11307,901,1036,41049,Online,Withdrawal,0
11308,2967,225,56870,POS,Withdrawal,0
11309,1626,1038,64208,POS,Deposit,0
11310,995,857,78999,ATM,Deposit,1
11311,1096,788,6893,ATM,Deposit,0
11312,1219,558,61053,Online,Payment,0
11313,166,349,22485,Online,Deposit,0
11314,2112,32,37364,Online,Withdrawal,0
11315,869,147,63969,POS,Payment,0
11316,2337,776,68885,ATM,Transfer,0
11317,2105,395,98553,ATM,Deposit,0
11318,1165,826,75734,Online,Withdrawal,0
11319,1810,676,52399,POS,Withdrawal,0
11320,2602,955,71446,ATM,Deposit,0
11321,948,943,37355,Online,Payment,0
11322,741,653,62902,Online,Transfer,0
11323,893,503,81965,POS,Payment,1
11324,1620,263,75819,Online,Deposit,1
11325,1936,406,89553,ATM,Transfer,0
11326,1147,558,28635,ATM,Transfer,0
11327,2021,787,26279,POS,Withdrawal,1
11328,1994,185,80775,POS,Withdrawal,0
11329,2583,674,26730,Online,Deposit,0
11330,2928,1049,26293,ATM,Transfer,0
11331,1878,293,15406,Online,Transfer,1
11332,2667,317,40724,POS,Payment,0
11333,144,707,33437,POS,Payment,0
11334,182,22,20399,POS,Payment,0
11335,836,197,69629,Online,Deposit,0
11336,1354,365,50273,ATM,Deposit,1
11337,2554,928,49661,ATM,Transfer,0
11338,1803,861,51127,Online,Payment,0
11339,75,423,33148,Online,Transfer,1
11340,220,435,46029,POS,Deposit,0
11341,1033,120,52606,ATM,Withdrawal,0
11342,548,239,8944,ATM,Transfer,0
11343,2862,982,82158,POS,Deposit,0
11344,1266,352,62997,ATM,Transfer,0
11345,1558,227,94755,POS,Transfer,0
11346,1091,552,96677,POS,Payment,0
11347,2879,324,49345,ATM,Transfer,0
11348,508,301,58600,POS,Transfer,0
11349,1006,1096,64463,POS,Deposit,0
11350,1210,948,46435,POS,Deposit,0
11351,2172,729,79382,POS,Deposit,0
11352,1794,111,42373,POS,Deposit,0
11353,1069,943,84094,ATM,Deposit,0
11354,2286,165,76831,Online,Transfer,0
11355,2788,146,63815,ATM,Deposit,0
11356,2966,517,4028,ATM,Withdrawal,0
11357,2590,566,98979,Online,Payment,0
11358,1891,1014,58991,ATM,Payment,0
11359,1680,731,51887,Online,Deposit,0
11360,2657,270,80457,ATM,Payment,1
11361,1366,292,36825,Online,Transfer,0
11362,1089,690,87577,POS,Transfer,0
11363,420,152,76498,ATM,Transfer,0
11364,1776,775,40977,POS,Deposit,0
11365,2762,326,28278,POS,Transfer,0
11366,1335,629,81009,ATM,Transfer,0
11367,71,617,56707,ATM,Withdrawal,0
11368,2148,475,99895,Online,Transfer,0
11369,1637,629,81401,Online,Payment,0
11370,363,293,17755,Online,Transfer,0
11371,2125,87,27619,Online,Deposit,0
11372,987,441,29214,Online,Deposit,0
11373,537,1079,97199,POS,Payment,0
11374,2856,196,45356,POS,Withdrawal,0
11375,1868,390,54971,ATM,Deposit,0
11376,2069,195,83284,POS,Withdrawal,0
11377,2846,635,67743,ATM,Withdrawal,0
11378,2058,453,76491,Online,Deposit,0
11379,2135,599,58516,ATM,Payment,0
11380,1890,255,66467,Online,Withdrawal,0
11381,2724,384,28866,ATM,Payment,0
11382,2305,736,77713,POS,Payment,0
11383,1186,900,91298,POS,Withdrawal,0
11384,2805,266,18420,ATM,Withdrawal,0
11385,136,624,52657,POS,Transfer,0
11386,600,760,79395,ATM,Payment,0
11387,830,357,57268,POS,Payment,0
11388,2393,784,74532,ATM,Payment,0
11389,2532,87,14245,POS,Transfer,0
11390,2134,823,17120,Online,Deposit,0
11391,2707,936,10742,ATM,Transfer,0
11392,1016,58,67400,POS,Payment,0
11393,1094,536,1657,Online,Withdrawal,0
11394,1479,311,11781,POS,Withdrawal,0
11395,1097,143,7392,POS,Withdrawal,0
11396,2913,155,21552,Online,Deposit,0
11397,473,1031,99038,ATM,Withdrawal,0
11398,1859,904,26966,POS,Withdrawal,0
11399,900,360,68048,ATM,Withdrawal,0
11400,1001,455,2906,POS,Deposit,0
11401,745,71,27398,Online,Transfer,0
11402,2250,183,31149,ATM,Withdrawal,0
11403,1195,65,63874,POS,Payment,0
11404,2867,590,43907,ATM,Deposit,0
11405,348,751,73800,Online,Withdrawal,0
11406,2276,742,23457,ATM,Payment,1
11407,1075,950,64227,Online,Withdrawal,0
11408,487,701,76361,Online,Payment,0
11409,1059,504,64830,POS,Transfer,0
11410,2935,407,60401,ATM,Payment,0
11411,506,728,31502,POS,Deposit,0
11412,223,19,74932,ATM,Payment,0
11413,1822,805,38848,Online,Transfer,1
11414,670,280,35359,POS,Withdrawal,0
11415,2771,165,94181,Online,Transfer,0
11416,2187,383,90194,Online,Transfer,0
11417,633,409,91885,ATM,Withdrawal,0
11418,2833,854,91692,ATM,Withdrawal,0
11419,1226,106,91335,POS,Deposit,0
11420,4,958,65739,ATM,Transfer,0
11421,2648,218,93990,POS,Withdrawal,0
11422,209,903,34769,Online,Deposit,1
11423,2896,675,49033,Online,Withdrawal,0
11424,2535,801,26447,ATM,Payment,0
11425,1417,573,54083,POS,Withdrawal,0
11426,1636,1092,43291,ATM,Payment,0
11427,650,964,17155,Online,Withdrawal,0
11428,665,2,16315,POS,Payment,0
11429,1603,80,53941,ATM,Withdrawal,0
11430,2894,1046,47602,POS,Withdrawal,0
11431,763,857,58632,POS,Transfer,0
11432,2451,160,99637,Online,Payment,0
11433,1923,1037,33386,ATM,Withdrawal,0
11434,2567,402,48575,POS,Transfer,0
11435,801,558,76136,ATM,Withdrawal,0
11436,2116,148,34024,ATM,Payment,0
11437,1844,476,32019,ATM,Transfer,0
11438,2705,86,53683,ATM,Payment,0
11439,2186,1015,5257,Online,Payment,0
11440,718,532,32155,ATM,Payment,0
11441,615,6,76108,Online,Payment,0
11442,2326,998,20589,POS,Payment,0
11443,2356,52,10574,Online,Withdrawal,0
